nohup: ignoring input
t=2026-04-22T08:19:11+0000 lvl=info msg="no configuration paths supplied"
t=2026-04-22T08:19:11+0000 lvl=info msg="using configuration at default config path" path=/home/azureuser/.config/ngrok/ngrok.yml
t=2026-04-22T08:19:11+0000 lvl=info msg="open config file" path=/home/azureuser/.config/ngrok/ngrok.yml err=nil
t=2026-04-22T08:19:11+0000 lvl=info msg="FIPS 140 mode" enabled=false
t=2026-04-22T08:19:11+0000 lvl=info msg="starting web service" obj=web addr=127.0.0.1:4040 allow_hosts=[]
t=2026-04-22T09:06:24+0000 lvl=info msg="join connections" obj=join id=d9026b6bc489 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:06:39+0000 lvl=info msg="join connections" obj=join id=f6dbff9e1dba l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:06:55+0000 lvl=info msg="join connections" obj=join id=952b3fe0fbd5 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:07:10+0000 lvl=info msg="join connections" obj=join id=9283f8e32346 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:07:25+0000 lvl=info msg="join connections" obj=join id=5acb2e4f7cef l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:07:40+0000 lvl=info msg="join connections" obj=join id=06a4e593d4d4 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:07:55+0000 lvl=info msg="join connections" obj=join id=5c6264511c3d l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:08:10+0000 lvl=info msg="join connections" obj=join id=31c2612fc26d l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:08:25+0000 lvl=info msg="join connections" obj=join id=49e18cd06779 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:08:40+0000 lvl=info msg="join connections" obj=join id=49c8cde5ec78 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:08:55+0000 lvl=info msg="join connections" obj=join id=47cab7d4814c l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:09:10+0000 lvl=info msg="join connections" obj=join id=934c1ba3feb5 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:09:25+0000 lvl=info msg="join connections" obj=join id=3bc0c65bf215 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:09:40+0000 lvl=info msg="join connections" obj=join id=934e125d5021 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:09:55+0000 lvl=info msg="join connections" obj=join id=a0090198c4bc l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:10:10+0000 lvl=info msg="join connections" obj=join id=d767ba4586b7 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:10:25+0000 lvl=info msg="join connections" obj=join id=28f9c53cf399 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:10:40+0000 lvl=info msg="join connections" obj=join id=879cc4ff0db8 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:10:55+0000 lvl=info msg="join connections" obj=join id=a561d1414b73 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:11:11+0000 lvl=info msg="join connections" obj=join id=321c8b20d808 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:11:26+0000 lvl=info msg="join connections" obj=join id=73342c0b0f5c l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:11:41+0000 lvl=info msg="join connections" obj=join id=2a1da6c96a8b l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:11:56+0000 lvl=info msg="join connections" obj=join id=a826b60a35b7 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:12:11+0000 lvl=info msg="join connections" obj=join id=4d2ee750bd1d l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:12:26+0000 lvl=info msg="join connections" obj=join id=2e9fb343614e l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:12:41+0000 lvl=info msg="join connections" obj=join id=2a795b3f0d92 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:12:56+0000 lvl=info msg="join connections" obj=join id=e9170d92f5e9 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:13:11+0000 lvl=info msg="join connections" obj=join id=047e150dde3d l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:13:26+0000 lvl=info msg="join connections" obj=join id=00e1d985a9f5 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:13:41+0000 lvl=info msg="join connections" obj=join id=f5dc6cb25237 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:13:56+0000 lvl=info msg="join connections" obj=join id=17b8b09dc49d l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:14:11+0000 lvl=info msg="join connections" obj=join id=013976dcced3 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:14:26+0000 lvl=info msg="join connections" obj=join id=bd25fb36dca7 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:14:41+0000 lvl=info msg="join connections" obj=join id=ad7181654710 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:14:56+0000 lvl=info msg="join connections" obj=join id=bade81f7f145 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:15:11+0000 lvl=info msg="join connections" obj=join id=cc24c4d4e4ba l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:15:27+0000 lvl=info msg="join connections" obj=join id=82030bf9645b l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:15:42+0000 lvl=info msg="join connections" obj=join id=d4fcf602d825 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:15:57+0000 lvl=info msg="join connections" obj=join id=3799979ac498 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:16:12+0000 lvl=info msg="join connections" obj=join id=c47dbcd082f5 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:16:27+0000 lvl=info msg="join connections" obj=join id=bf072d1220f0 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:16:42+0000 lvl=info msg="join connections" obj=join id=d9f98ae54c0b l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:16:57+0000 lvl=info msg="join connections" obj=join id=826ab6fc9a0f l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:17:12+0000 lvl=info msg="join connections" obj=join id=0b46fe4a8106 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:17:27+0000 lvl=info msg="join connections" obj=join id=21d017b600b5 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:17:42+0000 lvl=info msg="join connections" obj=join id=b512feef9e94 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:17:57+0000 lvl=info msg="join connections" obj=join id=6722120fe8a1 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:18:12+0000 lvl=info msg="join connections" obj=join id=5efce958e6fb l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:18:27+0000 lvl=info msg="join connections" obj=join id=5c7192d2496e l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:18:42+0000 lvl=info msg="join connections" obj=join id=e54a46bce763 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:18:57+0000 lvl=info msg="join connections" obj=join id=ff1995dca13a l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:19:12+0000 lvl=info msg="join connections" obj=join id=bda45721b102 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:19:27+0000 lvl=info msg="join connections" obj=join id=d90aeb247e51 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:19:43+0000 lvl=info msg="join connections" obj=join id=fb8ea1cb3a0a l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:19:58+0000 lvl=info msg="join connections" obj=join id=370d89d9a4be l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:20:13+0000 lvl=info msg="join connections" obj=join id=ac458bc646aa l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:20:28+0000 lvl=info msg="join connections" obj=join id=b8551bac9a97 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:20:43+0000 lvl=info msg="join connections" obj=join id=a72db698d9ed l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:20:58+0000 lvl=info msg="join connections" obj=join id=8b35a4172ade l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:21:13+0000 lvl=info msg="join connections" obj=join id=0f8f8a698ff5 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:21:28+0000 lvl=info msg="join connections" obj=join id=6884323095ca l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:21:43+0000 lvl=info msg="join connections" obj=join id=673073ad96a7 l=127.0.0.1:8787 r=130.248.127.34:18108
t=2026-04-22T09:21:58+0000 lvl=info msg="join connections" obj=join id=7b38c6a8b4d6 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:22:13+0000 lvl=info msg="join connections" obj=join id=2d438658d89a l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:22:28+0000 lvl=info msg="join connections" obj=join id=d9683c05cce9 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:22:43+0000 lvl=info msg="join connections" obj=join id=bdb70ad8c636 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:22:58+0000 lvl=info msg="join connections" obj=join id=2a33ba45e7a8 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:23:13+0000 lvl=info msg="join connections" obj=join id=38afdc36458a l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:23:29+0000 lvl=info msg="join connections" obj=join id=bd3cd4389f5b l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:23:44+0000 lvl=info msg="join connections" obj=join id=e32ac93198c0 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:23:59+0000 lvl=info msg="join connections" obj=join id=c2e6eb5bf278 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:24:14+0000 lvl=info msg="join connections" obj=join id=697627eb9012 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:24:29+0000 lvl=info msg="join connections" obj=join id=604e4f868f89 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:24:44+0000 lvl=info msg="join connections" obj=join id=49ed20387a75 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:24:59+0000 lvl=info msg="join connections" obj=join id=c7130aa72b98 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:25:14+0000 lvl=info msg="join connections" obj=join id=aa6f381656f1 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:25:29+0000 lvl=info msg="join connections" obj=join id=7e1f1bffb0fc l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:25:44+0000 lvl=info msg="join connections" obj=join id=628a9be5d186 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:25:59+0000 lvl=info msg="join connections" obj=join id=596e2a3a09a4 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:26:14+0000 lvl=info msg="join connections" obj=join id=d286def69085 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:26:29+0000 lvl=info msg="join connections" obj=join id=4ac0dffaa3f8 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:26:44+0000 lvl=info msg="join connections" obj=join id=4eae9bb2e2de l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:26:59+0000 lvl=info msg="join connections" obj=join id=2bef93d2c016 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:27:14+0000 lvl=info msg="join connections" obj=join id=735ca6c0a42f l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:27:29+0000 lvl=info msg="join connections" obj=join id=397a2c3716f7 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:27:45+0000 lvl=info msg="join connections" obj=join id=e64210f69e91 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:28:00+0000 lvl=info msg="join connections" obj=join id=754761c2c153 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:28:15+0000 lvl=info msg="join connections" obj=join id=4d15df118bd4 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:28:30+0000 lvl=info msg="join connections" obj=join id=04ab93742d46 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:28:45+0000 lvl=info msg="join connections" obj=join id=81c8c0ff6e39 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:29:00+0000 lvl=info msg="join connections" obj=join id=14d356219446 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:29:15+0000 lvl=info msg="join connections" obj=join id=314511452bd7 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:29:30+0000 lvl=info msg="join connections" obj=join id=07d076f0bd5c l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:29:45+0000 lvl=info msg="join connections" obj=join id=53b414aee5ac l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:30:00+0000 lvl=info msg="join connections" obj=join id=1fa0996ba0a1 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:30:15+0000 lvl=info msg="join connections" obj=join id=4db8fe83855b l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:30:30+0000 lvl=info msg="join connections" obj=join id=ea1701468300 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:30:45+0000 lvl=info msg="join connections" obj=join id=cff121c40fc3 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:31:00+0000 lvl=info msg="join connections" obj=join id=2d038b717dfc l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:31:15+0000 lvl=info msg="join connections" obj=join id=812d5f048ab6 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:31:30+0000 lvl=info msg="join connections" obj=join id=6561ee1690dc l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:31:46+0000 lvl=info msg="join connections" obj=join id=f47f85a65547 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:32:01+0000 lvl=info msg="join connections" obj=join id=348b49b4fa6c l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:32:16+0000 lvl=info msg="join connections" obj=join id=e3fa11876cf1 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:32:31+0000 lvl=info msg="join connections" obj=join id=649280f22175 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:32:46+0000 lvl=info msg="join connections" obj=join id=4041054790cd l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:33:01+0000 lvl=info msg="join connections" obj=join id=056463dec8f7 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:33:16+0000 lvl=info msg="join connections" obj=join id=d398b5052724 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:33:31+0000 lvl=info msg="join connections" obj=join id=0917779a4af7 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:33:46+0000 lvl=info msg="join connections" obj=join id=24cbdc5d951e l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:34:01+0000 lvl=info msg="join connections" obj=join id=e97b2ac81115 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:34:16+0000 lvl=info msg="join connections" obj=join id=fe70168a4f03 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:34:31+0000 lvl=info msg="join connections" obj=join id=1c4d68803226 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:34:46+0000 lvl=info msg="join connections" obj=join id=3259fd3483b1 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:35:01+0000 lvl=info msg="join connections" obj=join id=049c0d518e0e l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:35:16+0000 lvl=info msg="join connections" obj=join id=be9372048913 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:35:31+0000 lvl=info msg="join connections" obj=join id=da45ae53d7a2 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:35:46+0000 lvl=info msg="join connections" obj=join id=a592f2fd56d2 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:36:02+0000 lvl=info msg="join connections" obj=join id=125b4c6823af l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:36:17+0000 lvl=info msg="join connections" obj=join id=5d04a036caa2 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:36:32+0000 lvl=info msg="join connections" obj=join id=c4d607d89203 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:36:47+0000 lvl=info msg="join connections" obj=join id=329d9f6157ca l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:37:02+0000 lvl=info msg="join connections" obj=join id=5db9edf6b688 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:37:17+0000 lvl=info msg="join connections" obj=join id=5fb6bc2d14d5 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:37:32+0000 lvl=info msg="join connections" obj=join id=191103ab7a08 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:37:47+0000 lvl=info msg="join connections" obj=join id=35b42b435b25 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:38:02+0000 lvl=info msg="join connections" obj=join id=b04d7df20e9b l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:38:17+0000 lvl=info msg="join connections" obj=join id=b35b2dbf046c l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:38:32+0000 lvl=info msg="join connections" obj=join id=bace48bfe3e1 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:38:47+0000 lvl=info msg="join connections" obj=join id=bc0a7a67e268 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:39:02+0000 lvl=info msg="join connections" obj=join id=24cb5ccc6bd3 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:39:17+0000 lvl=info msg="join connections" obj=join id=af22e77927b3 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:39:32+0000 lvl=info msg="join connections" obj=join id=e3b0bd726615 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:39:47+0000 lvl=info msg="join connections" obj=join id=8a6efa3d9846 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:40:03+0000 lvl=info msg="join connections" obj=join id=0f104007a35c l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:40:18+0000 lvl=info msg="join connections" obj=join id=99ca6227a66f l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:40:33+0000 lvl=info msg="join connections" obj=join id=ff77df8bdc76 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:40:48+0000 lvl=info msg="join connections" obj=join id=d313ba271ba4 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:41:03+0000 lvl=info msg="join connections" obj=join id=6bb2ec2f0953 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:41:18+0000 lvl=info msg="join connections" obj=join id=9a3ad1a2795d l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:41:33+0000 lvl=info msg="join connections" obj=join id=5a59b328ae6b l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:41:48+0000 lvl=info msg="join connections" obj=join id=25de09e4bcf0 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:42:03+0000 lvl=info msg="join connections" obj=join id=c72f13af754f l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:42:18+0000 lvl=info msg="join connections" obj=join id=4f00c5923e98 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:42:33+0000 lvl=info msg="join connections" obj=join id=724daf47a773 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:42:48+0000 lvl=info msg="join connections" obj=join id=82d18348fe06 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:43:03+0000 lvl=info msg="join connections" obj=join id=ab1989a417e5 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:43:18+0000 lvl=info msg="join connections" obj=join id=193d0b3fe552 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:43:33+0000 lvl=info msg="join connections" obj=join id=52dd64dabe7f l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:43:48+0000 lvl=info msg="join connections" obj=join id=11fbe42f8848 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:44:04+0000 lvl=info msg="join connections" obj=join id=2862c26c109c l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:44:19+0000 lvl=info msg="join connections" obj=join id=701e182f9e7e l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:44:34+0000 lvl=info msg="join connections" obj=join id=b856266503ed l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:44:49+0000 lvl=info msg="join connections" obj=join id=73f4ec62df38 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:45:04+0000 lvl=info msg="join connections" obj=join id=dc1476ce8d9f l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:45:19+0000 lvl=info msg="join connections" obj=join id=5cadcf692be8 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:45:34+0000 lvl=info msg="join connections" obj=join id=cebcdec26387 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:45:49+0000 lvl=info msg="join connections" obj=join id=0f556286c479 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:46:04+0000 lvl=info msg="join connections" obj=join id=b4e7b6e58d8d l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:46:19+0000 lvl=info msg="join connections" obj=join id=599df483bc01 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:46:34+0000 lvl=info msg="join connections" obj=join id=8d8cdcc3fe33 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:46:49+0000 lvl=info msg="join connections" obj=join id=2d42c317a6be l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:47:04+0000 lvl=info msg="join connections" obj=join id=c656354d40e1 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:47:19+0000 lvl=info msg="join connections" obj=join id=65ad2fd6c31b l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:47:34+0000 lvl=info msg="join connections" obj=join id=92caf8f2cb5f l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:47:49+0000 lvl=info msg="join connections" obj=join id=9a193de1e954 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:48:04+0000 lvl=info msg="join connections" obj=join id=e374aab4489c l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:48:20+0000 lvl=info msg="join connections" obj=join id=ac7281bc973e l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:48:35+0000 lvl=info msg="join connections" obj=join id=300584ab12e0 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:48:50+0000 lvl=info msg="join connections" obj=join id=10219409a1c3 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:49:05+0000 lvl=info msg="join connections" obj=join id=8f083a0feb72 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:49:20+0000 lvl=info msg="join connections" obj=join id=e14ed6ec82c8 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:49:35+0000 lvl=info msg="join connections" obj=join id=1cc1b2e69e5b l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:49:50+0000 lvl=info msg="join connections" obj=join id=4cf11129034c l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:50:05+0000 lvl=info msg="join connections" obj=join id=039d93cbe846 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:50:20+0000 lvl=info msg="join connections" obj=join id=6b16c94b51ce l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:50:35+0000 lvl=info msg="join connections" obj=join id=2f887611b9a7 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:50:50+0000 lvl=info msg="join connections" obj=join id=a82a5a1c0a08 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:51:05+0000 lvl=info msg="join connections" obj=join id=6bc197b8e206 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:51:20+0000 lvl=info msg="join connections" obj=join id=955d9856e7fe l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:51:35+0000 lvl=info msg="join connections" obj=join id=a64528588164 l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:51:50+0000 lvl=info msg="join connections" obj=join id=c146390642ba l=127.0.0.1:8787 r=130.248.126.34:1770
t=2026-04-22T09:52:06+0000 lvl=info msg="join connections" obj=join id=b4136ee9f903 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:52:21+0000 lvl=info msg="join connections" obj=join id=a14300dd94d3 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:52:36+0000 lvl=info msg="join connections" obj=join id=a336217f3e68 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:52:51+0000 lvl=info msg="join connections" obj=join id=595e812f3dc5 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:53:06+0000 lvl=info msg="join connections" obj=join id=4420defaf4c3 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:53:21+0000 lvl=info msg="join connections" obj=join id=a2df1f4e95b9 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:53:36+0000 lvl=info msg="join connections" obj=join id=f83126559d51 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:53:51+0000 lvl=info msg="join connections" obj=join id=4d1fcb7e4df1 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:54:06+0000 lvl=info msg="join connections" obj=join id=a526e74c9055 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:54:21+0000 lvl=info msg="join connections" obj=join id=c66bf26ecc21 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:54:36+0000 lvl=info msg="join connections" obj=join id=716d564d9beb l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:54:51+0000 lvl=info msg="join connections" obj=join id=a9c768886e19 l=127.0.0.1:8787 r=130.248.127.34:31388
